smiles,LogS(mol/L),Normalized SMILES,index
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,-6.406,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,13021
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,-4.5377,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,13022
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.CS(=O)(=O)O.CS(=O)(=O)O,-5.4455,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.CS(=O)(=O)O.CS(=O)(=O)O,13023
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,-5.1936,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,13024
CN1CCN(CCCOC(=O)N2c3ccccc3Sc3cccnc32)CC1,-5.4578,CN1CCN(CCCOC(=O)N2c3ccccc3Sc3cccnc32)CC1,13025
CN1CCN(CN2C(=O)NC(c3ccccc3)(c3ccccc3)C2=O)CC1,-2.8507,CN1CCN(CN2C(=O)NC(c3ccccc3)(c3ccccc3)C2=O)CC1,13026
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,-4.6571,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,13027
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21.Cl,-1.3871,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21.Cl,13028
CN1CCN=C1Nc1ncc([N+](=O)[O-])s1,-2.7855,CN1CCN=C1Nc1ncc([N+](=O)[O-])s1,13029
CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,-4.1459,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,13030
CN1CCN2c3ccccc3CCC2C1.Cl,-1.968,CN1CCN2c3ccccc3CCC2C1.Cl,13031
Cn1ccnc1,1.0856,Cn1ccnc1,13032
Cn1ccnc1[N+](=O)[O-],-0.3741,Cn1ccnc1[N+](=O)[O-],13033
Cn1ccnc1S,0.24348,Cn1ccnc1S,13034
CN1CCOC(c2ccccc2)c2ccccc2C1,-2.6452,CN1CCOC(c2ccccc2)c2ccccc2C1,13035
CN1CCOC(c2ccccc2)c2ccccc2C1.Cl,-2.7032,CN1CCOC(c2ccccc2)c2ccccc2C1.Cl,13036
CN1CCOC(O)(c2ccccc2)C1.Cl,-0.99307,CN1CCOC(O)(c2ccccc2)C1.Cl,13037
CN1CCOCC1,1.0,CN1CCOCC1,13038
CN1CCSC1=N,-0.73069,CN1CCSC1=N,13039
Cn1ccsc1=NS(=O)(=O)c1ccc(N)cc1,-3.0879,Cn1ccsc1=NS(=O)(=O)c1ccc(N)cc1,13040
CN1CCSC1=S,-1.5623,CN1CCSC1=S,13041
Cn1cn[nH]c1=S,-1.6497,Cn1cn[nH]c1=S,13042
Cn1cnc([N+](=O)[O-])c1Sc1nc(N)nc2nc[nH]c12,-2.5388,Cn1cnc([N+](=O)[O-])c1Sc1nc(N)nc2nc[nH]c12,13043
CN1CNC([N+](=O)[O-])C1SC1NC(N)NC2NCNC21,-2.5388,CN1CNC([N+](=O)[O-])C1SC1NC(N)NC2NCNC21,13044
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-3.1659,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,13045
Cn1cnc(=O)c2[nH]cnc21,-1.5,Cn1cnc(=O)c2[nH]cnc21,13046
Cn1cnc(=O)c2ccccc21,-1.4345,Cn1cnc(=O)c2ccccc21,13047
Cn1cnc(Cl)c1[N+](=O)[O-],-1.3593,Cn1cnc(Cl)c1[N+](=O)[O-],13048
Cn1cnc(N)c2ncnc1-2,-0.48097,Cn1cnc(N)c2ncnc1-2,13049
CN1CNC(N)C2NCNC21,-0.48097,CN1CNC(N)C2NCNC21,13050
Cn1cnc2[nH]c(=O)nc(NCCO)c21,0.08,Cn1cnc2[nH]c(=O)nc(NCCO)c21,13051
Cn1cnc2c(=O)n(C)c(=O)n(C)c2c1=O,-1.985,Cn1cnc2c(=O)n(C)c(=O)n(C)c2c1=O,13052
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,-5.13,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,13053
Cn1cnc2c1c(=O)[n-]c(=O)n2C.[Na+],-1.2088,Cn1cnc2c1c(=O)[n-]c(=O)n2C.[Na+],13054
Cn1cnc2c1c(=O)n(CC(O)CO)c(=O)n2C,-1.1197,Cn1cnc2c1c(=O)n(CC(O)CO)c(=O)n2C,13055
Cn1cnc2c1c(=O)n(CCO)c(=O)n2C.O=[N+]([O-])O,-1.5557,Cn1cnc2c1c(=O)n(CCO)c(=O)n2C.O=[N+]([O-])O,13056
Cn1cnc2ccccc2c1=O,-0.95933,Cn1cnc2ccccc2c1=O,13057
Cn1cnc2nc(Cl)nc(Cl)c21,-1.1522,Cn1cnc2nc(Cl)nc(Cl)c21,13058
Cn1cnc2nc(Cl)nc(NN)c21,-1.1427,Cn1cnc2nc(Cl)nc(NN)c21,13059
Cn1cnc2nccnc2c1=O,-1.07,Cn1cnc2nccnc2c1=O,13060
Cn1cncc1[C@@](N)(c1ccc(C#N)cc1)c1cc2cc(C#N)cc(-c3cccc(F)c3)c2o1,-5.08,Cn1cncc1[C@@](N)(c1ccc(C#N)cc1)c1cc2cc(C#N)cc(-c3cccc(F)c3)c2o1,13061
Cn1cncc1C[C@H](N)C(=O)O,0.0727,Cn1cncc1C[C@H](N)C(=O)O,13062
Cn1cncc1CC(N)C(=O)O,0.08,Cn1cncc1CC(N)C(=O)O,13063
CN1CNNC1=S,-1.6497,CN1CNNC1=S,13064
CN1COCN=C1N[N+](=O)[O-],-1.0023,CN1COCN=C1N[N+](=O)[O-],13065
CN1CSC(=S)N(C)C1,-1.9316,CN1CSC(=S)N(C)C1,13066
Cn1nc(-c2cc(OCC(=O)O)c(Cl)cc2F)c(Cl)c1OC(F)F,-5.5856,Cn1nc(-c2cc(OCC(=O)O)c(Cl)cc2F)c(Cl)c1OC(F)F,13067
Cn1nc(S(N)(=O)=O)s/c1=N\C(=O)C(F)(F)F,-2.1,Cn1nc(S(N)(=O)=O)s/c1=N\C(=O)C(F)(F)F,13068
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)C(F)(F)F,-1.16,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)C(F)(F)F,13069
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,-2.7,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,13070
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-2.74,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],13071
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(Br)cc1,-2.51,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(Br)cc1,13072
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,-2.47,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,13073
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(Cl)cc1,-2.44,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(Cl)cc1,13074
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(F)cc1,-2.03,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(F)cc1,13075
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(I)cc1,-2.77,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(I)cc1,13076
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(N)cc1,-2.5,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(N)cc1,13077
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1cccc([N+](=O)[O-])c1,-2.67,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1cccc([N+](=O)[O-])c1,13078
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1cccc(N)c1,-2.45,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1cccc(N)c1,13079
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccccc1[N+](=O)[O-],-2.79,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccccc1[N+](=O)[O-],13080
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccccc1C(=O)O,-2.51,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccccc1C(=O)O,13081
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)Cc1ccccc1,-2.48,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)Cc1ccccc1,13082
Cn1nc(S(N)(=O)=O)sc1=NS(C)(=O)=O,-2.05,Cn1nc(S(N)(=O)=O)sc1=NS(C)(=O)=O,13083
Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,-3.48,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,13084
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,-5.8,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,13085
Cn1nnnc1C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)=C(c1ccc(F)cc1)c1ccc(F)cc1,-2.85,Cn1nnnc1C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)=C(c1ccc(F)cc1)c1ccc(F)cc1,13086
Cn1nnnc1N,-0.7173,Cn1nnnc1N,13087
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,-0.14,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,13088
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1,-0.14,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1,13089
Cn1nnnc1SSc1nnnn1C,-1.76,Cn1nnnc1SSc1nnnn1C,13090
CNC,1.558,CNC,13091
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,-1.19,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,13092
CNC(=N)NS(=O)(=O)c1ccc2ccccc2c1,-3.1,CNC(=N)NS(=O)(=O)c1ccc2ccccc2c1,13093
CNC(=NC#N)NCCSCc1nc[nH]c1C,-1.3513,CNC(=NC#N)NCCSCc1nc[nH]c1C,13094
CNC(=O)/C(=N\OC)c1ccccc1Oc1ccccc1,-3.3466,CNC(=O)/C(=N\OC)c1ccccc1Oc1ccccc1,13095
CNC(=O)/C(C#N)=c1\[nH]c(=C2C(=O)NC(=O)NC2=O)c2ccccc12,-7.528,CNC(=O)/C(C#N)=c1\[nH]c(=C2C(=O)NC(=O)NC2=O)c2ccccc12,13096
CNC(=O)/C(C)=C(/C)c1ccccc1,-2.6162,CNC(=O)/C(C)=C(/C)c1ccccc1,13097
CNC(=O)/C(C)=C(\C)c1ccccc1,-2.6162,CNC(=O)/C(C)=C(\C)c1ccccc1,13098
CNC(=O)/C=C(/C)OP(=O)(OC)OC,0.65,CNC(=O)/C=C(/C)OP(=O)(OC)OC,13099
CNC(=O)/C=C(\C)OP(=O)(OC)OC,0.6514,CNC(=O)/C=C(\C)OP(=O)(OC)OC,13100
CNC(=O)[C@@]1(c2ccccc2)CC[C@@H]([NH+](C)C)c2ccccc21.[Cl-],-4.1952,CNC(=O)[C@@]1(c2ccccc2)CC[C@@H]([NH+](C)C)c2ccccc21.[Cl-],13101
CNC(=O)[C@@H](C)SCCSP(=O)(OC)OC,1.14,CNC(=O)[C@@H](C)SCCSP(=O)(OC)OC,13102
CNC(=O)C(C)(C(C)C)C(C)C,-1.3949,CNC(=O)C(C)(C(C)C)C(C)C,13103
CNC(=O)C(C)SCCSP(=O)(OC)OC,0.84,CNC(=O)C(C)SCCSP(=O)(OC)OC,13104
CNC(=O)C=C(C)OP(=O)(OC)OC,0.65,CNC(=O)C=C(C)OP(=O)(OC)OC,13105
CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+],-4.1369,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+],13106
CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-5.0483,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,13107
CNC(=O)c1c(OCC(=O)[O-])cccc1-c1ccccc1.[Na+],-3.2807,CNC(=O)c1c(OCC(=O)[O-])cccc1-c1ccccc1.[Na+],13108
CNC(=O)c1cc(Br)cc(C)c1O,-3.3985,CNC(=O)c1cc(Br)cc(C)c1O,13109
CNC(=O)c1cc(Br)cc(-c2ccccc2)c1OC,-4.899,CNC(=O)c1cc(Br)cc(-c2ccccc2)c1OC,13110
CNC(=O)C1CC(Br)CC(C2CCCCC2)C1OC,-4.899,CNC(=O)C1CC(Br)CC(C2CCCCC2)C1OC,13111
CNC(=O)c1cc(Br)ccc1OCCO,-2.2257,CNC(=O)c1cc(Br)ccc1OCCO,13112
CNC(=O)c1cc(-c2ccccc2)ccc1OCCO,-2.952,CNC(=O)c1cc(-c2ccccc2)ccc1OCCO,13113
CNC(=O)C1CC(C2CCCCC2)CCC1OCCO,-2.952,CNC(=O)C1CC(C2CCCCC2)CCC1OCCO,13114
CNC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],-2.85,CNC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],13115
CNC(=O)c1cc(O)ccc1O,-0.7126,CNC(=O)c1cc(O)ccc1O,13116
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,-6.61,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,13117
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,-6.6086,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,13118
CNC(=O)c1ccc(-c2ccccc2)cc1OCCO,-2.952,CNC(=O)c1ccc(-c2ccccc2)cc1OCCO,13119
CNC(=O)C1CCC(C2CCCCC2)CC1OCCO,-2.952,CNC(=O)C1CCC(C2CCCCC2)CC1OCCO,13120
CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,-5.5,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,13121
CNC(=O)c1ccc(-c2nccnc2OC2CN(c3ccc4ccccc4n3)C2)cc1,-4.1,CNC(=O)c1ccc(-c2nccnc2OC2CN(c3ccc4ccccc4n3)C2)cc1,13122
CNC(=O)c1ccc(Cl)c(S(=O)(=O)NC)c1,-1.7068,CNC(=O)c1ccc(Cl)c(S(=O)(=O)NC)c1,13123
CNC(=O)c1ccc(Cl)cc1,-4.8227,CNC(=O)c1ccc(Cl)cc1,13124
CNC(=O)c1ccc(N)cc1,-1.24,CNC(=O)c1ccc(N)cc1,13125
CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,-5.38,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,13126
CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,-4.68,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,13127
CNC(=O)c1ccc2nc(S(N)(=O)=O)sc2c1,-3.8,CNC(=O)c1ccc2nc(S(N)(=O)=O)sc2c1,13128
CNC(=O)c1cccc(-c2ccccc2)c1OC,-3.3614,CNC(=O)c1cccc(-c2ccccc2)c1OC,13129
CNC(=O)C1CCCC(C2CCCCC2)C1OC,-3.3614,CNC(=O)C1CCCC(C2CCCCC2)C1OC,13130
CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,-1.845,CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,13131
CNC(=O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3nc12,-4.76,CNC(=O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3nc12,13132
CNC(=O)c1ccccc1O,-1.0063,CNC(=O)c1ccccc1O,13133
CNC(=O)c1ccccc1OC,-1.5037,CNC(=O)c1ccccc1OC,13134
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,-6.03,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,13135
CNC(=O)c1cnn(-c2nc(N)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1,-3.89,CNC(=O)c1cnn(-c2nc(N)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1,13136
CNC(=O)CCSCCSP(=O)(OC)OC,0.5416,CNC(=O)CCSCCSP(=O)(OC)OC,13137
CNC(=O)CN1CCN(CC2COC3(O2)c2ccccc2C=Cc2ccccc23)CC1.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,-5.7348,CNC(=O)CN1CCN(CC2COC3(O2)c2ccccc2C=Cc2ccccc23)CC1.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,13138
CNC(=O)COC(=O)c1ccccc1,-1.7178,CNC(=O)COC(=O)c1ccccc1,13139
CNC(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,-3.79,CNC(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,13140
CNC(=O)CSP(=O)(OC)OC,0.6712,CNC(=O)CSP(=O)(OC)OC,13141
CNC(=O)CSP(=S)(OC)OC,-0.8512,CNC(=O)CSP(=S)(OC)OC,13142
CNC(=O)N(C)C,0.30342,CNC(=O)N(C)C,13143
CNC(=O)N(C)C(=O)CC#N,0.1709,CNC(=O)N(C)C(=O)CC#N,13144
CNC(=O)N(C)c1nc2ccccc2s1,-3.5741,CNC(=O)N(C)c1nc2ccccc2s1,13145
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,-1.997,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,13146
CNC(=O)N(C)c1nnc(C(C)(C)CCl)s1,-2.47,CNC(=O)N(C)c1nnc(C(C)(C)CCl)s1,13147
CNC(=O)N(C)c1nnc(C(F)(F)F)s1,-2.0584,CNC(=O)N(C)c1nnc(C(F)(F)F)s1,13148
CNC(=O)N(c1ccccc1)c1ccccc1,-2.9839,CNC(=O)N(c1ccccc1)c1ccccc1,13149
CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,-2.71,CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,13150
CNC(=O)N1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,-3.5601,CNC(=O)N1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,13151
CNC(=O)n1cc(F)c(=O)[nH]c1=O,-2.38,CNC(=O)n1cc(F)c(=O)[nH]c1=O,13152
CNC(=O)N1CC=Cc2ccccc21,-2.0341,CNC(=O)N1CC=Cc2ccccc21,13153
CNC(=O)NC,0.93864,CNC(=O)NC,13154
CNC(=O)NC(=O)C(C)(C(=O)OC)C1=CCCCC1,-2.68,CNC(=O)NC(=O)C(C)(C(=O)OC)C1=CCCCC1,13155
CNC(=O)NC(=O)C(C)(C(=O)OCOC)C1=CCCCC1,-2.42,CNC(=O)NC(=O)C(C)(C(=O)OCOC)C1=CCCCC1,13156
CNC(=O)Nc1c(OCCN2CCCC2)c(OC)c2occc2c1OC,-3.0282,CNC(=O)Nc1c(OCCN2CCCC2)c(OC)c2occc2c1OC,13157
CNC(=O)Nc1nc2ccccc2s1,-4.2373,CNC(=O)Nc1nc2ccccc2s1,13158
CNC(=O)O/N=C(/C)C(C)SC,-0.7353,CNC(=O)O/N=C(/C)C(C)SC,13159
CNC(=O)O/N=C(/C)SC,-1.21,CNC(=O)O/N=C(/C)SC,13160
CNC(=O)O/N=C(/CSC)C(C)(C)C,-1.62,CNC(=O)O/N=C(/CSC)C(C)(C)C,13161
CNC(=O)O/N=C(\C)C(C)S(C)(=O)=O,-0.0267,CNC(=O)O/N=C(\C)C(C)S(C)(=O)=O,13162
CNC(=O)O/N=C(\C)SC,-0.4466,CNC(=O)O/N=C(\C)SC,13163
CNC(=O)O/N=C(\SC)C(=O)N(C)C,0.11,CNC(=O)O/N=C(\SC)C(=O)N(C)C,13164
CNC(=O)O/N=C/C(C)(C)[S+](C)[O-],-0.8673,CNC(=O)O/N=C/C(C)(C)[S+](C)[O-],13165
CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,-1.3469,CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,13166
CNC(=O)O/N=C/C(C)(C)SC,-1.4991,CNC(=O)O/N=C/C(C)(C)SC,13167
CNC(=O)O/N=C/C1(C)SCC(C)S1,-2.3698,CNC(=O)O/N=C/C1(C)SCC(C)S1,13168
CNC(=O)O/N=C1/C2CC(C[C@@H]2C#N)[C@@H]1Cl,-2.0822,CNC(=O)O/N=C1/C2CC(C[C@@H]2C#N)[C@@H]1Cl,13169
CNC(=O)O/N=C1\[C@H]2C[C@H](C[C@@H]2C#N)[C@H]1Cl,-2.08,CNC(=O)O/N=C1\[C@H]2C[C@H](C[C@@H]2C#N)[C@H]1Cl,13170
CNC(=O)O/N=C1\C2CCCCC2CCC2NCCCC12,-4.8694,CNC(=O)O/N=C1\C2CCCCC2CCC2NCCCC12,13171
CNC(=O)O/N=C1\c2ccccc2CCc2ncccc21,-4.8694,CNC(=O)O/N=C1\c2ccccc2CCc2ncccc21,13172
CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,-4.598,CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,13173
CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,-4.24,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,13174
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,-3.3469,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,13175
CNC(=O)Oc1cc(C)c(SC)c(C)c1,-3.921,CNC(=O)Oc1cc(C)c(SC)c(C)c1,13176
CNC(=O)Oc1cc(C)cc(C(C)C)c1,-3.3575,CNC(=O)Oc1cc(C)cc(C(C)C)c1,13177
CNC(=O)Oc1cc(C)cc(C)c1,-2.58,CNC(=O)Oc1cc(C)cc(C)c1,13178
CNC(=O)Oc1cc(C)cc(C)c1C,-1.9851,CNC(=O)Oc1cc(C)cc(C)c1C,13179
CNC(=O)Oc1ccc(C)c(C)c1,-2.49,CNC(=O)Oc1ccc(C)c(C)c1,13180
CNC(=O)Oc1ccc(C[NH+](C)C)cc1.[Cl-],-0.57309,CNC(=O)Oc1ccc(C[NH+](C)C)cc1.[Cl-],13181
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,CNC(=O)Oc1ccc(N(C)C)c(C)c1,13182
CNC(=O)Oc1ccc(SC)c(C)c1,-3.973,CNC(=O)Oc1ccc(SC)c(C)c1,13183
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=S(=O)(O)O,0.18791,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=S(=O)(O)O,13184
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)c1ccccc1O,-1.4766,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)c1ccccc1O,13185
CNC(=O)Oc1cccc(/N=C/N(C)C)c1,-2.34,CNC(=O)Oc1cccc(/N=C/N(C)C)c1,13186
CNC(=O)Oc1cccc(C(C)C)c1,-3.3567,CNC(=O)Oc1cccc(C(C)C)c1,13187
CNC(=O)Oc1cccc(C)c1,-1.8,CNC(=O)Oc1cccc(C)c1,13188
CNC(=O)Oc1cccc(C[NH+](C)C)c1.[Cl-],-0.57309,CNC(=O)Oc1cccc(C[NH+](C)C)c1.[Cl-],13189
CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.3413,CNC(=O)Oc1cccc(N=CN(C)C)c1,13190
CNC(=O)Oc1cccc2c1OC(C)(C)C2,-2.6399,CNC(=O)Oc1cccc2c1OC(C)(C)C2,13191
CNC(=O)Oc1cccc2c1OC(C)(C)O2,-2.9338,CNC(=O)Oc1cccc2c1OC(C)(C)O2,13192
CNC(=O)Oc1cccc2ccccc12,-3.2554,CNC(=O)Oc1cccc2ccccc12,13193
CNC(=O)Oc1ccccc1,-1.8,CNC(=O)Oc1ccccc1,13194
CNC(=O)Oc1ccccc1C(C)C,-2.772,CNC(=O)Oc1ccccc1C(C)C,13195
CNC(=O)Oc1ccccc1C[N+](C)(C)C.[I-],-0.36822,CNC(=O)Oc1ccccc1C[N+](C)(C)C.[I-],13196
CNC(=O)Oc1ccccc1C1OCCO1,-1.57,CNC(=O)Oc1ccccc1C1OCCO1,13197
CNC(=O)Oc1ccccc1OC(C)C,-2.05,CNC(=O)Oc1ccccc1OC(C)C,13198
CNC(=O)Oc1ccccc1OC(CCl)OC,-2.3005,CNC(=O)Oc1ccccc1OC(CCl)OC,13199
CNC(=O)OCC(CO)(c1ccccc1)c1ccccc1,-3.2123,CNC(=O)OCC(CO)(c1ccccc1)c1ccccc1,13200
CNC(=O)OCc1ccc(Cl)c(Cl)c1,-3.1389,CNC(=O)OCc1ccc(Cl)c(Cl)c1,13201
CNC(=O)OCc1cccc(Cl)c1Cl,-3.1389,CNC(=O)OCc1cccc(Cl)c1Cl,13202
CNC(=O)OCc1cccc(COC(=O)NC)n1,-1.2627,CNC(=O)OCc1cccc(COC(=O)NC)n1,13203
CNC(=O)ON=C(CSC)C(C)(C)C,-1.6213,CNC(=O)ON=C(CSC)C(C)(C)C,13204
CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,CNC(=O)ON=C(SC)C(=O)N(C)C,13205
